dataset,configuration,ground_truth,wavelength,image_path,PSNR,SSIM,MSSSIM,IWSSIM,VIF,FSIM,GMSD,MSGMSD,HAARPSI,UQI,S3IM,TV,BRISQUE,CLIP-IQA
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_240.png,29.699545,0.7288302,0.8624792,0.8203526,0.13107266,,0.11296328,0.10935183,0.5651138,,,33.97114,52.646667,0.84536165
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_241.png,33.532707,0.85808146,0.9315722,0.9105674,0.1959766,,0.0659283,0.06905205,0.7284056,,,21.811287,39.365417,0.8089443
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_242.png,30.386517,0.75328386,0.8757086,0.8381551,0.1382787,,0.10611352,0.10310583,0.5853461,,,31.024117,48.624207,0.85025483
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_243.png,30.701054,0.76378614,0.88046014,0.8331435,0.140846,,0.10582367,0.10178244,0.57505083,,,29.299799,42.79657,0.7561791
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_244.png,31.13276,0.81154597,0.90078056,0.8534011,0.14620657,,0.08666764,0.084016986,0.62141657,,,30.729176,51.40741,0.7731304
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_245.png,30.914356,0.77788335,0.8848412,0.8283958,0.13762194,,0.09929017,0.09538585,0.5773312,,,29.981396,54.767273,0.75077605
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_246.png,30.575869,0.77878225,0.89494723,0.819733,0.1126525,,0.07948441,0.078550346,0.6492991,,,32.177727,74.62421,0.6615973
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_247.png,29.64689,0.4380578,0.83444685,0.7514538,0.14827354,,0.0803674,0.081809714,0.6161568,,,31.785925,73.38202,0.66317385
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_248.png,27.706459,0.70359564,0.8684096,0.80056584,0.10924584,,0.08449451,0.0851069,0.6260702,,,46.80327,84.635925,0.5771214
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_249.png,30.25515,0.616824,0.8690316,0.794721,0.1347174,,0.08584115,0.0835434,0.6109116,,,28.943327,77.88837,0.7002632
phantom,BP_phantom_128,BP_phantom_GT,---,results/phantom/images_used/BP_phantom_128_slice_250.png,32.615284,0.774525,0.914509,0.8465323,0.13142624,,0.06345038,0.064315446,0.7131132,,,24.805456,48.49823,0.5357185
